<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.02	06:40:00	4215.87	4218.10	4214.99	4217.88	1553	0	7
2025.12.02	06:45:00	4217.88	4218.74	4216.10	4217.31	1263	0	7
2025.12.02	06:50:00	4217.29	4218.85	4217.06	4218.38	1247	0	7
2025.12.02	06:55:00	4218.39	4218.81	4218.05	4218.80	1097	0	7
2025.12.02	07:00:00	4218.78	4219.34	4217.58	4217.93	1525	0	7
2025.12.02	07:05:00	4217.88	4218.15	4215.29	4216.32	1733	0	7
2025.12.02	07:10:00	4216.32	4220.00	4216.26	4219.20	1903	0	7
2025.12.02	07:15:00	4219.26	4221.50	4219.19	4220.52	1667	0	7
2025.12.02	07:20:00	4220.52	4223.18	4219.62	4222.97	1420	0	7
2025.12.02	07:25:00	4222.98	4223.01	4221.20	4221.51	1173	0	7
2025.12.02	07:30:00	4221.52	4223.22	4220.33	4220.62	1803	0	7
2025.12.02	07:35:00	4220.63	4222.94	4219.14	4221.72	1930	0	7
2025.12.02	07:40:00	4221.72	4222.93	4219.13	4220.41	1984	0	7
2025.12.02	07:45:00	4220.39	4223.93	4219.98	4222.48	2162	0	7
2025.12.02	07:50:00	4222.47	4224.74	4221.58	4223.86	1922	0	7
2025.12.02	07:55:00	4223.85	4225.37	4223.21	4225.08	1860	0	7
2025.12.02	08:00:00	4225.08	4226.27	4224.38	4225.57	1529	0	7
2025.12.02	08:05:00	4225.58	4226.30	4224.65	4225.57	1632	0	7
2025.12.02	08:10:00	4225.63	4226.27	4223.85	4223.85	1536	0	7
2025.12.02	08:15:00	4223.85	4224.29	4220.91	4222.02	2221	0	7
2025.12.02	08:20:00	4222.03	4222.10	4210.06	4212.67	2928	0	7
2025.12.02	08:25:00	4212.68	4212.72	4204.33	4205.61	3010	0	7
2025.12.02	08:30:00	4205.63	4209.54	4203.68	4207.97	2943	0	7
2025.12.02	08:35:00	4208.03	4208.67	4203.38	4208.00	2613	0	7
2025.12.02	08:40:00	4208.00	4210.54	4206.02	4209.36	2256	0	7
2025.12.02	08:45:00	4209.35	4211.85	4207.87	4211.77	2010	0	7
2025.12.02	08:50:00	4211.77	4214.83	4211.07	4214.63	1900	0	7
2025.12.02	08:55:00	4214.65	4215.34	4211.96	4212.83	2347	0	7
2025.12.02	09:00:00	4212.82	4213.56	4210.49	4212.11	1998	0	7
2025.12.02	09:05:00	4212.10	4213.65	4212.10	4213.06	1487	0	7
2025.12.02	09:10:00	4213.06	4214.53	4212.06	4213.80	1340	0	7
2025.12.02	09:15:00	4213.81	4217.43	4213.81	4216.90	1533	0	7
2025.12.02	09:20:00	4216.95	4219.37	4216.71	4218.47	1859	0	7
2025.12.02	09:25:00	4218.45	4218.85	4216.78	4217.71	1380	0	7
2025.12.02	09:30:00	4217.72	4218.71	4216.35	4216.41	1351	0	7
2025.12.02	09:35:00	4216.38	4216.41	4213.94	4215.53	1455	0	7
2025.12.02	09:40:00	4215.52	4215.52	4211.39	4211.62	1513	0	7
2025.12.02	09:45:00	4211.60	4214.19	4211.20	4213.05	1339	0	7
2025.12.02	09:50:00	4213.06	4213.43	4210.20	4211.55	1508	0	7
2025.12.02	09:55:00	4211.55	4213.56	4209.69	4213.37	1581	0	7
2025.12.02	10:00:00	4213.39	4214.45	4211.80	4213.18	2001	0	7
2025.12.02	10:05:00	4213.19	4213.58	4207.17	4210.73	2184	0	7
2025.12.02	10:10:00	4210.73	4215.37	4210.36	4214.57	2071	0	7
2025.12.02	10:15:00	4214.55	4215.43	4212.28	4213.27	1599	0	7
2025.12.02	10:20:00	4213.27	4217.18	4212.97	4216.66	1658	0	7
2025.12.02	10:25:00	4216.67	4216.88	4214.49	4214.53	1508	0	7
2025.12.02	10:30:00	4214.54	4216.07	4213.95	4215.24	1513	0	7
2025.12.02	10:35:00	4215.24	4216.52	4213.18	4216.52	1696	0	7
2025.12.02	10:40:00	4216.55	4216.62	4211.48	4212.49	1973	0	7
2025.12.02	10:45:00	4212.49	4214.35	4212.38	4213.57	1627	0	7
2025.12.02	10:50:00	4213.57	4213.66	4210.31	4211.78	1650	0	7
2025.12.02	10:55:00	4211.78	4212.96	4210.18	4210.29	1674	0	7
2025.12.02	11:00:00	4210.29	4213.16	4208.74	4211.18	1609	0	7
2025.12.02	11:05:00	4211.18	4211.80	4205.70	4207.69	2164	0	7
2025.12.02	11:10:00	4207.72	4208.49	4204.96	4208.01	1661	0	7
2025.12.02	11:15:00	4208.01	4208.77	4203.64	4204.42	1934	0	7
2025.12.02	11:20:00	4204.42	4205.32	4199.06	4199.75	2214	0	7
2025.12.02	11:25:00	4199.76	4200.49	4192.26	4194.65	2782	0	7
2025.12.02	11:30:00	4194.66	4195.75	4190.69	4192.73	2370	0	7
2025.12.02	11:35:00	4192.80	4192.89	4181.27	4189.65	2902	0	7
2025.12.02	11:40:00	4189.60	4193.06	4188.58	4190.62	2106	0	7
2025.12.02	11:45:00	4190.61	4190.64	4188.13	4188.73	2142	0	7
2025.12.02	11:50:00	4188.75	4193.92	4187.85	4192.87	2117	0	7
2025.12.02	11:55:00	4192.87	4194.16	4191.87	4191.97	1771	0	7
2025.12.02	12:00:00	4191.97	4192.37	4190.38	4191.36	1729	0	7
2025.12.02	12:05:00	4191.36	4191.37	4188.57	4189.61	1660	0	7
2025.12.02	12:10:00	4189.60	4190.21	4186.41	4186.95	1786	0	7
2025.12.02	12:15:00	4186.93	4186.94	4184.10	4185.39	2309	0	7
2025.12.02	12:20:00	4185.39	4187.72	4182.49	4187.65	2119	0	7
2025.12.02	12:25:00	4187.65	4189.22	4186.62	4186.62	1725	0	7
2025.12.02	12:30:00	4186.66	4187.58	4185.16	4185.17	1834	0	7
2025.12.02	12:35:00	4185.34	4188.39	4184.51	4186.72	1365	0	7
2025.12.02	12:40:00	4186.73	4188.15	4186.37	4187.63	1347	0	7
2025.12.02	12:45:00	4187.63	4189.76	4182.43	4185.18	1907	0	7
2025.12.02	12:50:00	4185.22	4186.79	4184.16	4186.40	1634	0	7
2025.12.02	12:55:00	4186.32	4186.83	4184.58	4185.73	1705	0	7
2025.12.02	13:00:00	4185.72	4187.81	4184.91	4187.28	1560	0	7
2025.12.02	13:05:00	4187.26	4188.78	4186.73	4188.71	1270	0	7
2025.12.02	13:10:00	4188.71	4189.64	4185.68	4187.79	1293	0	7
2025.12.02	13:15:00	4187.80	4190.16	4186.96	4190.16	1148	0	7
2025.12.02	13:20:00	4190.16	4193.08	4189.84	4191.21	1780	0	7
2025.12.02	13:25:00	4191.22	4196.98	4190.95	4196.98	1907	0	7
2025.12.02	13:30:00	4196.98	4198.42	4194.65	4196.96	2077	0	7
2025.12.02	13:35:00	4196.96	4200.62	4196.88	4198.60	1652	0	7
2025.12.02	13:40:00	4198.60	4199.23	4197.19	4197.81	1559	0	7
2025.12.02	13:45:00	4197.82	4198.91	4196.34	4197.55	1301	0	7
2025.12.02	13:50:00	4197.53	4204.22	4197.33	4203.87	1771	0	7
2025.12.02	13:55:00	4203.86	4205.97	4203.39	4205.46	1919	0	7
2025.12.02	14:00:00	4205.47	4207.62	4204.17	4207.46	1822	0	7
2025.12.02	14:05:00	4207.47	4208.09	4206.15	4207.44	1566	0	7
2025.12.02	14:10:00	4207.42	4207.60	4204.72	4205.12	1493	0	7
2025.12.02	14:15:00	4205.12	4205.40	4201.56	4201.74	1791	0	7
2025.12.02	14:20:00	4201.74	4204.82	4201.10	4204.63	1814	0	7
2025.12.02	14:25:00	4204.63	4207.07	4204.10	4204.57	1540	0	7
2025.12.02	14:30:00	4204.56	4204.81	4202.70	4203.29	1406	0	7
2025.12.02	14:35:00	4203.28	4206.49	4202.44	4206.15	1477	0	7
2025.12.02	14:40:00	4206.16	4206.34	4205.26	4205.29	1000	0	7
2025.12.02	14:45:00	4205.30	4205.81	4203.99	4205.63	1105	0	7
2025.12.02	14:50:00	4205.62	4208.48	4204.33	4208.36	1309	0	7
2025.12.02	14:55:00	4208.35	4209.62	4207.87	4208.67	1766	0	7
2025.12.02	15:00:00	4208.80	4215.34	4208.80	4211.74	2965	0	7
2025.12.02	15:05:00	4211.72	4212.28	4204.02	4205.41	2779	0	7
2025.12.02	15:10:00	4205.40	4207.56	4202.18	4204.90	2703	0	7
2025.12.02	15:15:00	4204.97	4207.42	4203.02	4203.27	2466	0	7
2025.12.02	15:20:00	4203.29	4208.83	4202.17	4208.00	2781	0	7
2025.12.02	15:25:00	4208.01	4208.81	4202.95	4203.80	2417	0	7
2025.12.02	15:30:00	4203.76	4207.18	4203.45	4204.38	2564	0	7
2025.12.02	15:35:00	4204.38	4206.59	4203.07	4204.91	2214	0	7
2025.12.02	15:40:00	4204.90	4209.55	4204.14	4205.25	2345	0	7
2025.12.02	15:45:00	4205.25	4206.13	4202.78	4206.13	2241	0	7
2025.12.02	15:50:00	4206.14	4209.33	4204.41	4208.62	2259	0	7
2025.12.02	15:55:00	4208.61	4212.81	4208.58	4212.49	2220	0	7
2025.12.02	16:00:00	4212.49	4217.85	4212.34	4216.71	2653	0	7
2025.12.02	16:05:00	4216.71	4221.91	4215.22	4220.71	3007	0	7
2025.12.02	16:10:00	4220.66	4223.97	4219.64	4223.51	3106	0	7
2025.12.02	16:15:00	4223.53	4225.18	4222.07	4224.22	2985	0	7
2025.12.02	16:20:00	4224.19	4225.15	4222.50	4224.83	2543	0	7
2025.12.02	16:25:00	4224.83	4230.78	4224.41	4227.79	2783	0	7
2025.12.02	16:30:00	4227.80	4229.47	4224.71	4226.40	3559	0	7
2025.12.02	16:35:00	4226.40	4228.70	4221.15	4222.00	3496	0	7
2025.12.02	16:40:00	4222.09	4224.58	4215.28	4218.04	3912	0	7
2025.12.02	16:45:00	4218.01	4225.79	4214.47	4223.08	3776	0	7
2025.12.02	16:50:00	4223.09	4225.88	4218.59	4221.69	3466	0	7
2025.12.02	16:55:00	4221.72	4222.02	4217.61	4219.07	3469	0	7
2025.12.02	17:00:00	4218.96	4219.64	4213.93	4217.18	3488	0	7
2025.12.02	17:05:00	4217.14	4217.81	4208.07	4209.91	3542	0	7
2025.12.02	17:10:00	4209.91	4210.79	4204.64	4206.12	3482	0	7
2025.12.02	17:15:00	4206.11	4208.72	4196.85	4197.91	3675	0	7
2025.12.02	17:20:00	4197.92	4198.27	4191.21	4192.29	3931	0	7
2025.12.02	17:25:00	4192.32	4194.03	4186.77	4188.03	3620	0	7
2025.12.02	17:30:00	4188.19	4190.46	4183.19	4183.49	3985	0	7
2025.12.02	17:35:00	4183.49	4188.84	4180.25	4188.33	3575	0	7
2025.12.02	17:40:00	4188.54	4192.14	4188.09	4189.26	3203	0	7
2025.12.02	17:45:00	4189.30	4189.72	4182.46	4185.76	3428	0	7
2025.12.02	17:50:00	4185.76	4187.81	4171.11	4171.21	3336	0	7
2025.12.02	17:55:00	4171.21	4176.35	4163.68	4169.36	4023	0	7
2025.12.02	18:00:00	4169.46	4174.20	4166.98	4170.18	3650	0	7
2025.12.02	18:05:00	4170.19	4175.68	4170.01	4175.20	3517	0	7
2025.12.02	18:10:00	4175.20	4178.46	4171.23	4177.47	3478	0	7
2025.12.02	18:15:00	4177.35	4177.35	4171.41	4177.10	3330	0	7
2025.12.02	18:20:00	4177.05	4179.59	4173.07	4176.52	3192	0	7
2025.12.02	18:25:00	4176.54	4179.68	4176.00	4177.34	2912	0	7
2025.12.02	18:30:00	4177.31	4183.27	4176.98	4182.57	3053	0	7
2025.12.02	18:35:00	4182.55	4188.53	4182.55	4186.24	3023	0	7
2025.12.02	18:40:00	4186.24	4190.32	4185.83	4186.23	2854	0	7
2025.12.02	18:45:00	4186.26	4188.28	4184.36	4188.11	2824	0	7
2025.12.02	18:50:00	4188.09	4188.87	4183.75	4186.65	2504	0	7
2025.12.02	18:55:00	4186.51	4187.36	4180.51	4184.74	2896	0	7
2025.12.02	19:00:00	4184.75	4192.08	4184.65	4189.30	3056	0	7
2025.12.02	19:05:00	4189.33	4190.38	4187.28	4188.19	2494	0	7
2025.12.02	19:10:00	4188.12	4190.13	4185.11	4187.51	2421	0	7
2025.12.02	19:15:00	4187.51	4191.70	4187.32	4191.45	2166	0	7
2025.12.02	19:20:00	4191.43	4192.74	4190.32	4191.80	2346	0	7
2025.12.02	19:25:00	4191.78	4192.77	4189.96	4192.12	2005	0	7
2025.12.02	19:30:00	4192.16	4196.37	4192.12	4193.97	2138	0	7
2025.12.02	19:35:00	4193.95	4194.19	4191.71	4193.82	2093	0	7
2025.12.02	19:40:00	4193.81	4194.07	4190.42	4193.01	2020	0	7
2025.12.02	19:45:00	4193.01	4196.89	4193.01	4196.13	2032	0	7
2025.12.02	19:50:00	4196.13	4196.39	4194.49	4194.97	2114	0	7
2025.12.02	19:55:00	4194.98	4195.60	4193.75	4193.88	2260	0	7
2025.12.02	20:00:00	4193.86	4196.90	4193.61	4195.05	2162	0	7
2025.12.02	20:05:00	4195.06	4196.70	4193.30	4193.38	2198	0	7
2025.12.02	20:10:00	4193.37	4194.41	4191.25	4192.44	2565	0	7
2025.12.02	20:15:00	4192.42	4195.23	4189.67	4194.89	2401	0	7
2025.12.02	20:20:00	4194.91	4195.52	4193.11	4193.76	2208	0	7
2025.12.02	20:25:00	4193.72	4193.90	4189.20	4189.52	2633	0	7
2025.12.02	20:30:00	4189.51	4191.25	4187.13	4187.63	2342	0	7
2025.12.02	20:35:00	4187.65	4188.01	4183.30	4186.95	2668	0	7
2025.12.02	20:40:00	4186.95	4188.26	4185.69	4187.30	2163	0	7
2025.12.02	20:45:00	4187.27	4188.22	4185.94	4187.02	1961	0	7
2025.12.02	20:50:00	4187.01	4190.28	4186.31	4189.06	2032	0	7
2025.12.02	20:55:00	4189.06	4191.79	4187.62	4190.89	1999	0	7
2025.12.02	21:00:00	4190.90	4195.42	4190.90	4195.41	1890	0	7
2025.12.02	21:05:00	4195.40	4197.24	4194.78	4196.39	2083	0	7
2025.12.02	21:10:00	4196.40	4198.28	4196.07	4197.10	1793	0	7
2025.12.02	21:15:00	4197.09	4198.33	4196.64	4196.64	1502	0	7
2025.12.02	21:20:00	4196.63	4196.65	4194.07	4196.04	1764	0	7
2025.12.02	21:25:00	4196.08	4198.23	4195.23	4197.41	1729	0	7
2025.12.02	21:30:00	4197.41	4199.78	4197.28	4197.54	1727	0	7
2025.12.02	21:35:00	4197.53	4197.54	4193.79	4195.59	1797	0	7
2025.12.02	21:40:00	4195.60	4197.73	4195.01	4195.08	1458	0	7
2025.12.02	21:45:00	4195.08	4198.28	4194.85	4196.90	1503	0	7
2025.12.02	21:50:00	4196.89	4197.82	4196.45	4196.97	1449	0	7
2025.12.02	21:55:00	4196.97	4200.53	4194.12	4196.58	2369	0	7
2025.12.02	22:00:00	4196.58	4200.08	4196.58	4197.59	2109	0	7
2025.12.02	22:05:00	4197.59	4198.13	4194.93	4197.24	1780	0	7
2025.12.02	22:10:00	4197.22	4198.30	4196.15	4198.29	1548	0	7
2025.12.02	22:15:00	4198.29	4198.79	4195.85	4197.58	1419	0	7
2025.12.02	22:20:00	4197.58	4198.07	4196.10	4196.95	1234	0	7
2025.12.02	22:25:00	4196.95	4199.59	4196.94	4198.68	1374	0	7
2025.12.02	22:30:00	4198.67	4204.29	4198.61	4204.04	1942	0	7
2025.12.02	22:35:00	4204.01	4211.18	4203.78	4210.25	2383	0	7
2025.12.02	22:40:00	4210.24	4212.38	4209.55	4209.85	2213	0	7
2025.12.02	22:45:00	4209.87	4212.33	4209.00	4211.18	2125	0	7
2025.12.02	22:50:00	4211.18	4211.56	4207.73	4207.96	1984	0	7
2025.12.02	22:55:00	4207.95	4211.37	4207.95	4210.10	2052	0	7
2025.12.02	23:00:00	4210.09	4211.84	4209.16	4209.40	1254	0	7
2025.12.02	23:05:00	4209.40	4209.82	4207.78	4209.23	926	0	7
2025.12.02	23:10:00	4209.24	4209.60	4208.05	4209.18	934	0	7
2025.12.02	23:15:00	4209.18	4209.79	4208.50	4208.51	719	0	7
2025.12.02	23:20:00	4208.51	4210.36	4208.48	4210.22	812	0	7
2025.12.02	23:25:00	4210.23	4211.28	4210.01	4210.02	762	0	7
2025.12.02	23:30:00	4210.02	4210.70	4209.05	4210.70	626	0	7
2025.12.02	23:35:00	4210.70	4211.62	4209.49	4210.95	845	0	7
2025.12.02	23:40:00	4210.95	4210.96	4209.45	4210.29	894	0	7
2025.12.02	23:45:00	4210.29	4210.72	4207.96	4208.06	817	0	7
2025.12.02	23:50:00	4208.06	4208.22	4206.67	4206.86	921	0	7
2025.12.02	23:55:00	4206.88	4207.46	4205.41	4205.80	680	0	7
2025.12.03	01:00:00	4206.07	4207.57	4202.87	4202.87	856	0	7
2025.12.03	01:05:00	4202.87	4212.21	4202.82	4212.21	1139	0	7
2025.12.03	01:10:00	4212.35	4213.15	4207.17	4208.08	1669	0	7
2025.12.03	01:15:00	4207.98	4211.00	4207.92	4209.50	1153	0	7
2025.12.03	01:20:00	4209.49	4210.60	4207.75	4210.03	1594	0	7
2025.12.03	01:25:00	4210.02	4210.23	4208.80	4209.11	1328	0	7
2025.12.03	01:30:00	4209.11	4209.13	4206.81	4208.19	1583	0	7
2025.12.03	01:35:00	4208.20	4208.76	4206.91	4207.42	1460	0	7
2025.12.03	01:40:00	4207.39	4209.07	4207.04	4208.92	817	0	7
2025.12.03	01:45:00	4208.96	4214.50	4208.56	4213.82	1822	0	7
2025.12.03	01:50:00	4213.82	4216.17	4212.86	4215.45	1790	0	7
2025.12.03	01:55:00	4215.46	4216.10	4212.44	4212.83	1718	0	7
2025.12.03	02:00:00	4212.83	4212.94	4207.25	4209.77	2277	0	7
2025.12.03	02:05:00	4209.76	4211.43	4207.46	4209.20	2112	0	7
2025.12.03	02:10:00	4209.21	4210.16	4207.31	4209.76	1883	0	7
2025.12.03	02:15:00	4209.76	4211.73	4209.75	4210.96	1172	0	7
2025.12.03	02:20:00	4210.96	4211.41	4208.00	4208.08	1283	0	7
2025.12.03	02:25:00	4208.08	4209.00	4206.22	4207.70	1295	0	7
2025.12.03	02:30:00	4207.70	4210.39	4207.28	4209.79	1519	0	7
2025.12.03	02:35:00	4209.79	4211.21	4207.74	4208.25	1903	0	7
2025.12.03	02:40:00	4208.26	4208.41	4205.60	4206.83	2053	0	7
2025.12.03	02:45:00	4206.84	4207.53	4204.53	4205.99	2007	0	7
2025.12.03	02:50:00	4205.99	4208.74	4204.71	4208.25	2359	0	7
2025.12.03	02:55:00	4208.25	4211.87	4207.69	4211.84	2452	0	7
2025.12.03	03:00:00	4211.88	4218.14	4211.68	4215.52	3626	0	7
2025.12.03	03:05:00	4215.49	4221.18	4214.98	4218.63	3084	0	7
2025.12.03	03:10:00	4218.63	4218.70	4215.61	4216.06	2476	0	7
2025.12.03	03:15:00	4216.04	4218.87	4215.24	4218.82	2526	0	7
2025.12.03	03:20:00	4218.83	4219.77	4216.17	4217.00	2587	0	7
2025.12.03	03:25:00	4217.00	4217.16	4214.23	4216.94	2391	0	7
2025.12.03	03:30:00	4216.94	4217.12	4213.37	4215.53	2304	0	7
2025.12.03	03:35:00	4215.53	4219.02	4214.00	4215.14	2805	0	7
2025.12.03	03:40:00	4215.14	4217.52	4213.56	4217.21	2738	0	7
2025.12.03	03:45:00	4217.17	4218.83	4216.26	4218.51	2429	0	7
2025.12.03	03:50:00	4218.51	4219.85	4216.83	4217.25	2278	0	7
2025.12.03	03:55:00	4217.25	4217.25	4214.15	4214.50	2527	0	7
2025.12.03	04:00:00	4214.43	4221.28	4214.26	4221.16	2867	0	7
2025.12.03	04:05:00	4221.15	4223.57	4221.11	4223.06	2823	0	7
2025.12.03	04:10:00	4223.04	4224.33	4221.50	4224.04	2799	0	7
2025.12.03	04:15:00	4224.02	4224.48	4222.44	4222.69	1892	0	7
2025.12.03	04:20:00	4222.68	4222.76	4219.37	4220.43	2097	0	7
2025.12.03	04:25:00	4220.43	4224.02	4219.41	4223.26	1955	0	7
2025.12.03	04:30:00	4223.26	4228.32	4222.56	4227.29	2385	0	7
2025.12.03	04:35:00	4227.26	4228.89	4225.78	4228.89	1915	0	7
2025.12.03	04:40:00	4228.89	4228.89	4223.81	4225.06	1993	0	7
2025.12.03	04:45:00	4225.16	4228.64	4224.31	4227.15	2131	0	7
2025.12.03	04:50:00	4227.15	4228.15	4226.00	4226.86	1887	0	7
2025.12.03	04:55:00	4226.87	4227.01	4225.45	4226.69	1843	0	7
2025.12.03	05:00:00	4226.69	4227.57	4223.58	4224.19	1529	0	7
2025.12.03	05:05:00	4224.18	4224.90	4222.19	4222.72	1927	0	7
2025.12.03	05:10:00	4222.72	4223.03	4220.50	4222.79	1688	0	7
2025.12.03	05:15:00	4222.79	4225.81	4221.36	4225.70	1729	0	7
2025.12.03	05:20:00	4225.70	4225.81	4224.05	4224.22	1550	0	7
2025.12.03	05:25:00	4224.20	4225.90	4224.20	4225.60	2217	0	7
2025.12.03	05:30:00	4225.59	4226.16	4223.20	4224.47	1736	0	7
2025.12.03	05:35:00	4224.47	4224.55	4222.04	4222.06	1297	0	7
2025.12.03	05:40:00	4222.05	4223.00	4220.66	4222.77	1661	0	7
2025.12.03	05:45:00	4222.75	4224.21	4222.24	4223.22	1433	0	7
2025.12.03	05:50:00	4223.21	4223.60	4220.75	4221.84	1371	0	7
2025.12.03	05:55:00	4221.84	4222.26	4220.18	4221.14	1754	0	7
2025.12.03	06:00:00	4221.14	4221.32	4218.03	4218.26	1442	0	7
2025.12.03	06:05:00	4218.25	4220.25	4217.37	4218.68	1675	0	7
2025.12.03	06:10:00	4218.68	4220.70	4218.62	4220.38	1169	0	7
2025.12.03	06:15:00	4220.38	4221.67	4220.22	4221.67	899	0	7
2025.12.03	06:20:00	4221.67	4224.33	4221.32	4224.02	959	0	7
2025.12.03	06:25:00	4224.02	4224.24	4222.62	4222.73	1313	0	7
2025.12.03	06:30:00	4222.71	4223.94	4222.16	4223.29	1313	0	7
2025.12.03	06:35:00	4223.30	4225.32	4222.28	4222.89	976	0	7
2025.12.03	06:40:00	4222.86	4225.08	4222.86	4224.07	1079	0	7
2025.12.03	06:45:00	4224.07	4224.07	4222.05	4222.49	1165	0	7
2025.12.03	06:50:00	4222.49	4222.99	4220.69	4221.30	1451	0	7
2025.12.03	06:55:00	4221.30	4222.53	4220.19	4222.36	1629	0	7
2025.12.03	07:00:00	4222.36	4223.96	4221.72	4222.81	1574	0	7
2025.12.03	07:05:00	4222.81	4222.96	4220.06	4220.78	1335	0	7
2025.12.03	07:10:00	4220.78	4222.23	4220.75	4220.98	1380	0	7
2025.12.03	07:15:00	4220.98	4222.14	4220.55	4221.11	1584	0	7
2025.12.03	07:20:00	4221.11	4221.11	4218.93	4220.38	1770	0	7
2025.12.03	07:25:00	4220.39	4220.88	4219.64	4220.42	1550	0	7
2025.12.03	07:30:00	4220.49	4220.93	4214.98	4216.83	3067	0	7
2025.12.03	07:35:00	4216.85	4217.55	4210.72	4210.77	2995	0	7
2025.12.03	07:40:00	4210.77	4212.87	4205.81	4207.26	3176	0	7
2025.12.03	07:45:00	4207.24	4209.30	4203.48	4205.63	2999	0	7
2025.12.03	07:50:00	4205.67	4208.61	4204.88	4205.68	2990	0	7
2025.12.03	07:55:00	4205.66	4209.83	4204.25	4207.89	2720	0	7
2025.12.03	08:00:00	4207.89	4209.05	4206.23	4207.27	2557	0	7
2025.12.03	08:05:00	4207.28	4209.87	4206.70	4207.87	2178	0	7
2025.12.03	08:10:00	4207.86	4209.69	4207.00	4207.74	2033	0	7
2025.12.03	08:15:00	4207.73	4209.44	4206.78	4207.26	1961	0	7
2025.12.03	08:20:00	4207.26	4211.60	4206.75	4211.60	2195	0	7
2025.12.03	08:25:00	4211.61	4211.82	4207.97	4209.14	2006	0	7
2025.12.03	08:30:00	4209.13	4209.89	4204.96	4206.56	2247	0	7
2025.12.03	08:35:00	4206.57	4208.64	4204.97	4208.34	1998	0	7
2025.12.03	08:40:00	4208.31	4208.48	4206.20	4206.85	2267	0	7
2025.12.03	08:45:00	4206.80	4209.38	4205.41	4209.13	2094	0	7
2025.12.03	08:50:00	4209.15	4210.08	4208.40	4209.41	2031	0	7
2025.12.03	08:55:00	4209.38	4209.89	4206.65	4208.24	1887	0	7
2025.12.03	09:00:00	4208.20	4208.85	4206.88	4207.39	1746	0	7
2025.12.03	09:05:00	4207.41	4210.38	4207.33	4209.32	1526	0	7
2025.12.03	09:10:00	4209.33	4209.75	4206.18	4206.25	1633	0	7
2025.12.03	09:15:00	4206.23	4207.98	4206.06	4207.35	1372	0	7
2025.12.03	09:20:00	4207.35	4208.36	4202.77	4203.46	1725	0	7
2025.12.03	09:25:00	4203.46	4205.62	4202.30	4202.55	2153	0	7
2025.12.03	09:30:00	4202.56	4203.65	4200.25	4203.06	1742	0	7
2025.12.03	09:35:00	4203.06	4207.17	4203.06	4206.15	2093	0	7
2025.12.03	09:40:00	4206.14	4207.43	4205.07	4206.06	1691	0	7
2025.12.03	09:45:00	4206.07	4206.48	4203.21	4206.04	1672	0	7
2025.12.03	09:50:00	4206.04	4207.71	4204.96	4205.40	1566	0	7
2025.12.03	09:55:00	4205.38	4207.82	4205.07	4206.40	1744	0	7
2025.12.03	10:00:00	4206.40	4208.14	4205.88	4205.95	2122	0	7
2025.12.03	10:05:00	4205.96	4207.68	4204.75	4207.58	1826	0	7
2025.12.03	10:10:00	4207.58	4207.92	4205.49	4206.88	2114	0	7
2025.12.03	10:15:00	4206.88	4207.65	4205.27	4205.94	1833	0	7
2025.12.03	10:20:00	4205.93	4206.65	4203.87	4205.35	1843	0	7
2025.12.03	10:25:00	4205.35	4206.90	4204.73	4206.46	1673	0	7
2025.12.03	10:30:00	4206.47	4207.41	4204.81	4204.81	1456	0	7
2025.12.03	10:35:00	4204.83	4206.34	4204.17	4204.74	1979	0	7
2025.12.03	10:40:00	4204.73	4210.24	4204.30	4208.82	2279	0	7
2025.12.03	10:45:00	4208.82	4209.48	4207.58	4207.93	2134	0	7
2025.12.03	10:50:00	4207.89	4209.61	4207.01	4207.32	2031	0	7
2025.12.03	10:55:00	4207.33	4208.68	4206.18	4206.44	1967	0	7
2025.12.03	11:00:00	4206.46	4207.62	4203.12	4205.55	2075	0	7
2025.12.03	11:05:00	4205.56	4205.85	4197.32	4198.87	2340	0	7
2025.12.03	11:10:00	4198.86	4201.15	4197.09	4199.73	2605	0	7
2025.12.03	11:15:00	4199.73	4202.27	4199.72	4201.87	1793	0	7
2025.12.03	11:20:00	4201.86	4202.76	4198.99	4200.58	2022	0	7
2025.12.03	11:25:00	4200.58	4201.71	4199.79	4199.96	1637	0	7
2025.12.03	11:30:00	4199.97	4202.05	4199.96	4201.56	1480	0	7
2025.12.03	11:35:00	4201.61	4202.21	4200.19	4201.24	1565	0	7
2025.12.03	11:40:00	4201.26	4201.89	4199.95	4201.58	1604	0	7
2025.12.03	11:45:00	4201.57	4202.27	4200.09	4201.54	1454	0	7
2025.12.03	11:50:00	4201.55	4202.16	4200.72	4201.18	1269	0	7
2025.12.03	11:55:00	4201.18	4202.37	4200.44	4202.14	1671	0	7
2025.12.03	12:00:00	4202.14	4202.62	4200.42	4200.67	1767	0	7
2025.12.03	12:05:00	4200.68	4202.33	4199.95	4200.57	1819	0	7
2025.12.03	12:10:00	4200.57	4200.58	4195.23	4195.34	2187	0	7
2025.12.03	12:15:00	4195.35	4199.57	4194.64	4197.95	2032	0	7
2025.12.03	12:20:00	4197.95	4199.34	4197.54	4199.05	1826	0	7
2025.12.03	12:25:00	4199.04	4204.89	4197.78	4203.02	2054	0	7
2025.12.03	12:30:00	4203.07	4204.04	4201.85	4202.87	2211	0	7
2025.12.03	12:35:00	4202.87	4203.23	4198.75	4200.17	2188	0	7
